name,VERY_POSITIVE,POSITIVE,NEUTRAL,NEGATIVE,VERY_NEGATIVE
A1QQPIUXWD4G0Z-B00000J2KX.html,1,3,2,6,0
A1QQPIUXWD4G0Z-B00000JGHM.html,2,4,1,0,0
A1QQPIUXWD4G0Z-B00000JKSV.html,2,3,1,6,1
A1QQPIUXWD4G0Z-B00003CXFG.html,3,4,2,3,0
A1QQPIUXWD4G0Z-B00003CXR4.html,0,2,1,10,0
A1QQPIUXWD4G0Z-B00003CXSP.html,0,3,0,6,2
A1QQPIUXWD4G0Z-B00004CIQG.html,0,3,0,7,0
A1QQPIUXWD4G0Z-B00004CLDC.html,0,6,1,1,0
A1QQPIUXWD4G0Z-B00004CSN0.html,2,4,1,0,0
A1QQPIUXWD4G0Z-B00004CX8I.html,1,4,0,3,1
A1QQPIUXWD4G0Z-B00004CX8P.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B00004CXZS.html,2,5,3,6,0
A1QQPIUXWD4G0Z-B00004CZRQ.html,0,2,0,13,1
A1QQPIUXWD4G0Z-B00004R6C3.html,0,9,0,3,0
A1QQPIUXWD4G0Z-B00004RLX5.html,2,5,1,9,0
A1QQPIUXWD4G0Z-B00004RLX9.html,2,5,3,6,0
A1QQPIUXWD4G0Z-B00004RO2M.html,2,3,1,6,1
A1QQPIUXWD4G0Z-B00004RUNT.html,1,2,0,5,0
A1QQPIUXWD4G0Z-B00004S5QI.html,3,5,0,2,0
A1QQPIUXWD4G0Z-B00004TLJU.html,0,6,0,6,1
A1QQPIUXWD4G0Z-B00004VXS5.html,0,6,0,6,1
A1QQPIUXWD4G0Z-B00004VY05.html,1,2,0,5,0
A1QQPIUXWD4G0Z-B00004VY13.html,0,9,0,3,0
A1QQPIUXWD4G0Z-B00004VYLU.html,0,6,1,1,0
A1QQPIUXWD4G0Z-B00004XPQ2.html,1,7,1,8,2
A1QQPIUXWD4G0Z-B00004XPQ6.html,0,1,1,5,0
A1QQPIUXWD4G0Z-B00004XPQ7.html,0,1,1,5,0
A1QQPIUXWD4G0Z-B00004ZBGC.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B00004ZBGE.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B00004ZBGJ.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B0000524CY.html,0,2,0,13,1
A1QQPIUXWD4G0Z-B000053V0P.html,0,2,1,13,1
A1QQPIUXWD4G0Z-B000053VAF.html,0,5,5,11,1
A1QQPIUXWD4G0Z-B000056BRF.html,4,11,5,6,1
A1QQPIUXWD4G0Z-B000056BRG.html,4,11,5,6,1
A1QQPIUXWD4G0Z-B000056C1T.html,0,1,1,5,0
A1QQPIUXWD4G0Z-B000059XVS.html,5,1,3,9,1
A1QQPIUXWD4G0Z-B00005AA0N.html,4,2,1,7,0
A1QQPIUXWD4G0Z-B00005ALRP.html,3,0,1,4,0
A1QQPIUXWD4G0Z-B00005B238.html,3,5,0,0,0
A1QQPIUXWD4G0Z-B00005B6N8.html,3,4,2,3,0
A1QQPIUXWD4G0Z-B00005B6N9.html,3,4,2,3,0
A1QQPIUXWD4G0Z-B00005B6NC.html,3,4,2,3,0
A1QQPIUXWD4G0Z-B00005B9WV.html,0,2,1,10,0
A1QQPIUXWD4G0Z-B00005JMUK.html,1,2,1,5,0
A1QQPIUXWD4G0Z-B00005LKX4.html,0,3,0,6,2
A1QQPIUXWD4G0Z-B00005LKXE.html,0,3,0,6,2
A1QQPIUXWD4G0Z-B00005MFO8.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B00005MHNS.html,2,3,1,6,1
A1QQPIUXWD4G0Z-B00005NDRZ.html,1,3,2,6,0
A1QQPIUXWD4G0Z-B00005NOLV.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B00005NRND.html,0,2,1,10,0
A1QQPIUXWD4G0Z-B00005PJ8O.html,4,2,1,7,0
A1QQPIUXWD4G0Z-B00005UQZ5.html,3,0,1,4,0
A1QQPIUXWD4G0Z-B00005V9IK.html,0,2,1,13,1
A1QQPIUXWD4G0Z-B000063W1U.html,0,0,0,11,1
A1QQPIUXWD4G0Z-B000065MQO.html,2,3,1,6,1
A1QQPIUXWD4G0Z-B00006AG57.html,0,0,0,11,1
A1QQPIUXWD4G0Z-B00006AG59.html,0,0,0,11,1
A1QQPIUXWD4G0Z-B00006AG5A.html,0,0,0,11,1
A1QQPIUXWD4G0Z-B00006DEFA.html,3,5,0,2,0
A1QQPIUXWD4G0Z-B00006FMGW.html,3,3,1,3,0
A1QQPIUXWD4G0Z-B00006FMGX.html,3,3,1,3,0
A1QQPIUXWD4G0Z-B00006L9XJ.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B00008G8LR.html,3,5,0,0,0
A1QQPIUXWD4G0Z-B00008OWOF.html,3,3,1,3,0
A1QQPIUXWD4G0Z-B000092Q7O.html,4,3,0,8,0
A1QQPIUXWD4G0Z-B0000DK4QI.html,3,5,0,0,0
A1QQPIUXWD4G0Z-B0000TPA4M.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B0001CNRRU.html,0,4,1,8,0
A1QQPIUXWD4G0Z-B0001DI0FI.html,0,6,0,6,0
A1QQPIUXWD4G0Z-B0001G6PZC.html,0,2,3,12,0
A1QQPIUXWD4G0Z-B0001JXOUS.html,0,2,3,12,0
A1QQPIUXWD4G0Z-B0001KU90U.html,0,2,3,12,0
A1QQPIUXWD4G0Z-B0001L3MI0.html,0,2,1,13,1
A1QQPIUXWD4G0Z-B0001O3YC6.html,3,4,2,3,0
A1QQPIUXWD4G0Z-B0001O3YCG.html,3,4,2,3,0
A1QQPIUXWD4G0Z-B0001OGV3A.html,0,2,1,10,0
A1QQPIUXWD4G0Z-B000244EME.html,3,5,0,0,0
A1QQPIUXWD4G0Z-B000244EMO.html,3,5,0,0,0
A1QQPIUXWD4G0Z-B000260OGW.html,0,4,1,4,0
A1QQPIUXWD4G0Z-B0002CHK1S.html,0,9,0,3,0
A1QQPIUXWD4G0Z-B0002RGNRU.html,3,3,2,1,0
A1QQPIUXWD4G0Z-B0002VEUTO.html,0,3,1,4,2
A1QQPIUXWD4G0Z-B0002VEUTY.html,0,3,1,4,2
A1QQPIUXWD4G0Z-B0002Z16HY.html,2,5,1,11,1
A1QQPIUXWD4G0Z-B0002ZUHD8.html,0,4,4,17,4
A1QQPIUXWD4G0Z-B0006419LE.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B0006IWY0U.html,0,6,0,6,0
A1QQPIUXWD4G0Z-B0006J28KU.html,2,4,1,0,0
A1QQPIUXWD4G0Z-B0007OCG4W.html,0,0,4,10,0
A1QQPIUXWD4G0Z-B0009MWEN0.html,3,2,0,7,0
A1QQPIUXWD4G0Z-B0009PLLO0.html,2,6,4,43,5
A1QQPIUXWD4G0Z-B0009RCPUC.html,2,5,1,11,1
A1QQPIUXWD4G0Z-B000E5KJI4.html,0,2,0,26,3
A1QQPIUXWD4G0Z-B000F1IQIM.html,0,1,0,4,3
A1QQPIUXWD4G0Z-B000FKO0Q0.html,3,0,1,4,0
A1QQPIUXWD4G0Z-B000FVQLRA.html,4,3,0,8,0
A1QQPIUXWD4G0Z-B000GOUMPI.html,1,3,2,6,0
A1QQPIUXWD4G0Z-B000HOMU98.html,2,3,1,6,1
A1QQPIUXWD4G0Z-B000I3PERS.html,0,4,0,9,1
A1QQPIUXWD4G0Z-B000I9WWK4.html,0,9,0,3,0
A1QQPIUXWD4G0Z-B000IEZP8K.html,0,0,0,11,1
A1QQPIUXWD4G0Z-B000JJSJRS.html,0,0,0,11,1
A1QQPIUXWD4G0Z-B000JLPMPS.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B000JUB7LW.html,0,2,3,12,0
A1QQPIUXWD4G0Z-B000NQQ4ME.html,4,3,0,4,0
A1QQPIUXWD4G0Z-B000NQRV4O.html,0,0,4,10,0
A1QQPIUXWD4G0Z-B000O1F6K4.html,0,1,0,4,3
A1QQPIUXWD4G0Z-B000P0J0DI.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B000PAAJVA.html,0,1,1,5,0
A1QQPIUXWD4G0Z-B000SVZIS0.html,0,3,0,6,1
A1QQPIUXWD4G0Z-B000W11SI0.html,4,3,0,8,0
A1QQPIUXWD4G0Z-B0010DRYP0.html,0,6,1,1,0
A1QQPIUXWD4G0Z-B0010DRYPU.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B0014J8D9Q.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B00151QYU8.html,0,5,5,11,1
A1QQPIUXWD4G0Z-B00158K0S8.html,4,2,1,7,0
A1QQPIUXWD4G0Z-B0017OB12O.html,1,7,1,8,2
A1QQPIUXWD4G0Z-B0017R3WQE.html,0,2,0,3,0
A1QQPIUXWD4G0Z-B0018CWESA.html,0,0,0,11,1
A1QQPIUXWD4G0Z-B001992NW4.html,0,2,0,13,1
A1QQPIUXWD4G0Z-B0019IIPZO.html,3,4,2,3,0
A1QQPIUXWD4G0Z-B001BN4WMW.html,0,4,0,9,1
A1QQPIUXWD4G0Z-B001BR5NLW.html,0,3,1,4,2
A1QQPIUXWD4G0Z-B001EBYM8A.html,3,0,1,4,0
A1QQPIUXWD4G0Z-B001G7Q0Z0.html,2,7,3,12,1
A1QQPIUXWD4G0Z-B001RJX870.html,2,5,1,11,1
A1QQPIUXWD4G0Z-B001TAFCBC.html,3,3,2,1,0
A1QQPIUXWD4G0Z-B002GHHHMO.html,0,2,0,13,1
A1QQPIUXWD4G0Z-B002UOMGVU.html,0,6,1,1,0
A1QQPIUXWD4G0Z-B002VWOMMM.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B002VWOMN6.html,3,5,0,2,0
A1QQPIUXWD4G0Z-B003ASLJQS.html,0,2,3,8,3
A1QQPIUXWD4G0Z-B003IGKDMI.html,0,6,1,1,0
A1QQPIUXWD4G0Z-B003L16FAE.html,3,5,0,0,0
A1QQPIUXWD4G0Z-B003WQT2YY.html,3,5,0,2,0
A1QQPIUXWD4G0Z-B003ZD9DQQ.html,2,5,1,11,1
A1QQPIUXWD4G0Z-B004499LWQ.html,0,0,4,10,0
A1QQPIUXWD4G0Z-B004499LX0.html,0,0,4,10,0
A1QQPIUXWD4G0Z-B00449DHN0.html,0,0,1,6,0
A1QQPIUXWD4G0Z-B00466H3DG.html,3,3,2,1,0
A1QQPIUXWD4G0Z-B004TRJRD6.html,0,2,0,13,1
A1QQPIUXWD4G0Z-B005721W9O.html,2,2,1,8,0
A1QQPIUXWD4G0Z-B006RXQ800.html,0,0,1,6,0
A1QQPIUXWD4G0Z-B0083SJFZC.html,0,2,1,22,0
A1QQPIUXWD4G0Z-B008Q08008.html,4,3,0,8,0
A1R2ONSLAI3M2X-630450862X.html,0,3,2,3,0
A1R2ONSLAI3M2X-B00003CXSP.html,3,9,1,3,0
A1R2ONSLAI3M2X-B00004CZRQ.html,0,2,5,16,1
A1R2ONSLAI3M2X-B00004XPQM.html,0,4,0,5,0
A1R2ONSLAI3M2X-B00004XQT1.html,0,1,0,5,0
A1R2ONSLAI3M2X-B0000524CY.html,0,2,5,16,1
A1R2ONSLAI3M2X-B00005ABTU.html,0,3,2,3,0
A1R2ONSLAI3M2X-B00005JMUK.html,2,5,6,11,0
A1R2ONSLAI3M2X-B00005JMZK.html,0,3,4,8,0
A1R2ONSLAI3M2X-B00005JNY3.html,0,4,0,4,0
A1R2ONSLAI3M2X-B00005K3NR.html,0,3,2,3,0
A1R2ONSLAI3M2X-B00005LC6Z.html,0,1,3,3,0
A1R2ONSLAI3M2X-B00005LKX4.html,3,9,1,3,0
A1R2ONSLAI3M2X-B00005LKXE.html,3,9,1,3,0
A1R2ONSLAI3M2X-B00005RJ1U.html,0,2,1,5,0
A1R2ONSLAI3M2X-B000060NYT.html,0,2,1,5,0
A1R2ONSLAI3M2X-B000065K6J.html,0,4,0,5,0
A1R2ONSLAI3M2X-B00008FEEF.html,0,1,3,3,0
A1R2ONSLAI3M2X-B000127M62.html,0,7,4,5,0
A1R2ONSLAI3M2X-B0006BE3S8.html,0,3,4,8,0
A1R2ONSLAI3M2X-B0006IWQIU.html,0,3,4,8,0
A1R2ONSLAI3M2X-B00092ZLS0.html,0,6,2,3,0
A1R2ONSLAI3M2X-B000ARTMWU.html,1,10,3,8,0
A1R2ONSLAI3M2X-B000H5TVKS.html,1,6,0,6,0
A1R2ONSLAI3M2X-B000I9YUVS.html,0,0,1,9,0
A1R2ONSLAI3M2X-B000O76T7M.html,0,3,4,8,0
A1R2ONSLAI3M2X-B000Q7ZND6.html,0,0,2,1,3
A1R2ONSLAI3M2X-B000SW164O.html,0,6,2,3,0
A1R2ONSLAI3M2X-B000VDDWEC.html,0,0,3,3,0
A1R2ONSLAI3M2X-B001992NW4.html,0,2,5,16,1
A1R2ONSLAI3M2X-B001H20HVM.html,1,6,0,6,0
A1R2ONSLAI3M2X-B001VPJZPO.html,0,4,0,4,0
A1R2ONSLAI3M2X-B002BVOYIA.html,2,4,0,5,0
A1R2ONSLAI3M2X-B002GHHHMO.html,0,2,5,16,1
A1R2ONSLAI3M2X-B003PIUINS.html,0,4,0,5,0
A1R2ONSLAI3M2X-B003SI2BNA.html,0,4,2,6,0
A1R2ONSLAI3M2X-B003WTO5MA.html,1,10,2,6,0
A1R2ONSLAI3M2X-B003WTO5Y8.html,1,6,1,2,0
A1R2ONSLAI3M2X-B003WTO61A.html,0,3,2,3,0
A1R2ONSLAI3M2X-B004TRJRD6.html,0,2,5,16,1
A1R2ONSLAI3M2X-B007STBUHI.html,1,3,1,5,0
A1R2ONSLAI3M2X-B008LY5VHE.html,1,3,1,5,0
A1R2ONSLAI3M2X-B009OMYASS.html,0,0,3,9,0
A1R2URG8OHNEDS-6305949972.html,2,5,4,14,0
A1R2URG8OHNEDS-B000053VAF.html,1,10,3,13,1
A1R2URG8OHNEDS-B00005T30L.html,0,0,0,1,0
A1R2URG8OHNEDS-B00005V96B.html,0,1,0,0,1
A1R2URG8OHNEDS-B000069I3Y.html,0,0,1,1,1
A1R2URG8OHNEDS-B00006AGHF.html,0,0,1,1,1
A1R2URG8OHNEDS-B00006AGHG.html,0,0,1,1,1
A1R2URG8OHNEDS-B00006FMGE.html,0,7,7,12,0
A1R2URG8OHNEDS-B00006FMGF.html,0,7,7,12,0
A1R2URG8OHNEDS-B00007976U.html,2,10,13,13,0
A1R2URG8OHNEDS-B00008EY9G.html,2,12,4,22,0
A1R2URG8OHNEDS-B00008G9AP.html,0,7,7,12,0
A1R2URG8OHNEDS-B00008G9AQ.html,0,7,7,12,0
A1R2URG8OHNEDS-B000127M62.html,0,3,2,31,1
A1R2URG8OHNEDS-B0001E7LQG.html,1,8,3,15,0
A1R2URG8OHNEDS-B0001G6PZC.html,1,8,2,12,0
A1R2URG8OHNEDS-B0001JXOUS.html,1,8,2,12,0
A1R2URG8OHNEDS-B0001KU90U.html,1,8,2,12,0
A1R2URG8OHNEDS-B0001XQE7O.html,2,16,3,14,0
A1R2URG8OHNEDS-B00020JQ76.html,1,9,8,17,0
A1R2URG8OHNEDS-B000260OGW.html,0,6,4,7,1
A1R2URG8OHNEDS-B0002NIAZW.html,1,4,6,13,1
A1R2URG8OHNEDS-B0002RGNRU.html,3,11,3,6,0
A1R2URG8OHNEDS-B0007OCG4W.html,1,24,7,14,0
A1R2URG8OHNEDS-B0007QS21G.html,1,4,6,13,1
A1R2URG8OHNEDS-B0007Y08I8.html,1,9,4,25,1
A1R2URG8OHNEDS-B0007Y08II.html,1,9,4,25,1
A1R2URG8OHNEDS-B0007Y08IS.html,1,9,4,25,1
A1R2URG8OHNEDS-B0007YXREU.html,1,9,4,25,1
A1R2URG8OHNEDS-B0007Z0OL8.html,1,9,4,25,1
A1R2URG8OHNEDS-B0008KLW4A.html,1,5,4,17,10
A1R2URG8OHNEDS-B0009PLLO0.html,2,12,6,30,2
A1R2URG8OHNEDS-B000E5KJI4.html,0,7,2,19,1
A1R2URG8OHNEDS-B000EBGE64.html,0,7,7,12,0
A1R2URG8OHNEDS-B000I9YX6U.html,2,10,13,13,0
A1R2URG8OHNEDS-B000JGG6T4.html,1,7,2,14,0
A1R2URG8OHNEDS-B000JUB7LW.html,1,8,2,12,0
A1R2URG8OHNEDS-B000M9BPEY.html,2,16,3,14,0
A1R2URG8OHNEDS-B000NQRV4O.html,1,24,7,14,0
A1R2URG8OHNEDS-B000USU9E4.html,0,0,1,1,1
A1R2URG8OHNEDS-B000VDDWE2.html,1,4,6,13,1
A1R2URG8OHNEDS-B000ZLJOW4.html,0,0,0,1,0
A1R2URG8OHNEDS-B0011TMOIK.html,0,7,7,12,0
A1R2URG8OHNEDS-B00151QYU8.html,1,10,3,13,1
A1R2URG8OHNEDS-B00190KZUU.html,2,16,3,14,0
A1R2URG8OHNEDS-B001F12J3Y.html,4,21,8,16,2
A1R2URG8OHNEDS-B001M9ELP8.html,1,9,8,17,0
A1R2URG8OHNEDS-B001NAT07A.html,1,5,4,17,10
A1R2URG8OHNEDS-B001RALGBO.html,1,4,6,13,1
A1R2URG8OHNEDS-B001TAFCBC.html,3,11,3,6,0
A1R2URG8OHNEDS-B001VPJZNQ.html,1,9,8,17,0
A1R2URG8OHNEDS-B002R1W5VW.html,4,3,6,15,0
A1R2URG8OHNEDS-B003ASLJQS.html,4,16,3,22,0
A1R2URG8OHNEDS-B004499LWQ.html,1,24,7,14,0
A1R2URG8OHNEDS-B004499LX0.html,1,24,7,14,0
A1R2URG8OHNEDS-B00466H3DG.html,3,11,3,6,0
A1R2URG8OHNEDS-B006CUZ8S6.html,0,7,7,12,0
A1R2URG8OHNEDS-B007K2M3N8.html,0,14,5,24,1
A1R602SXNGOMJ4-0780625633.html,0,0,0,4,0
A1R602SXNGOMJ4-0788812262.html,2,2,1,0,0
A1R602SXNGOMJ4-1558908242.html,1,3,1,3,0
A1R602SXNGOMJ4-5556167281.html,2,2,1,0,0
A1R602SXNGOMJ4-630268644X.html,0,4,2,1,1
A1R602SXNGOMJ4-6303953425.html,1,3,1,3,0
A1R602SXNGOMJ4-630395345X.html,1,3,1,3,0
A1R602SXNGOMJ4-630486342X.html,0,4,2,1,1
A1R602SXNGOMJ4-7883704540.html,0,1,1,10,2
A1R602SXNGOMJ4-B00003CXFU.html,0,0,0,3,1
A1R602SXNGOMJ4-B00004CLDC.html,1,1,1,2,0
A1R602SXNGOMJ4-B00004CYAE.html,2,2,1,0,0
A1R602SXNGOMJ4-B00004CZRQ.html,0,1,1,6,1
A1R602SXNGOMJ4-B00004R6CG.html,0,2,2,6,0
A1R602SXNGOMJ4-B00004R99M.html,2,2,1,0,0
A1R602SXNGOMJ4-B00004RYT2.html,3,2,0,2,0
A1R602SXNGOMJ4-B00004T0HK.html,0,0,0,4,0
A1R602SXNGOMJ4-B00004VY0N.html,3,2,0,2,0
A1R602SXNGOMJ4-B00004VYLU.html,1,1,1,2,0
A1R602SXNGOMJ4-B00004XPQM.html,0,0,2,5,0
A1R602SXNGOMJ4-B0000524CY.html,0,1,1,6,1
A1R602SXNGOMJ4-B00005J792.html,2,4,0,6,0
A1R602SXNGOMJ4-B00005JL8F.html,0,1,2,3,0
A1R602SXNGOMJ4-B00005JLBE.html,0,2,1,3,0
A1R602SXNGOMJ4-B00005JLBQ.html,1,1,1,7,1
A1R602SXNGOMJ4-B00005JMFQ.html,1,7,1,2,0
A1R602SXNGOMJ4-B00005JMQW.html,1,3,0,6,0
A1R602SXNGOMJ4-B00005JN5T.html,0,1,0,7,0
A1R602SXNGOMJ4-B00005JNY3.html,4,9,1,2,0
A1R602SXNGOMJ4-B00005NE1W.html,2,4,0,6,0
A1R602SXNGOMJ4-B00005NZA1.html,2,4,0,6,0
A1R602SXNGOMJ4-B00005RJ1U.html,0,0,1,6,0
A1R602SXNGOMJ4-B000060NYT.html,0,0,1,6,0
A1R602SXNGOMJ4-B000062V8S.html,0,0,1,4,0
A1R602SXNGOMJ4-B000065K25.html,0,4,2,1,1
A1R602SXNGOMJ4-B000065K6J.html,0,0,2,5,0
A1R602SXNGOMJ4-B000068TZZ.html,0,4,2,1,1
A1R602SXNGOMJ4-B000068U00.html,0,4,2,1,1
A1R602SXNGOMJ4-B000068U03.html,0,4,2,1,1
A1R602SXNGOMJ4-B000069HPL.html,0,1,1,5,0
A1R602SXNGOMJ4-B00006AGH0.html,0,1,2,3,0
A1R602SXNGOMJ4-B00006AGH1.html,0,1,2,3,0
A1R602SXNGOMJ4-B00006FMFZ.html,1,1,1,7,1
A1R602SXNGOMJ4-B00006FMG0.html,1,1,1,7,1
A1R602SXNGOMJ4-B00006FMG9.html,0,2,2,4,0
A1R602SXNGOMJ4-B00006FMGI.html,0,2,1,3,0
A1R602SXNGOMJ4-B000071ZZI.html,2,3,3,3,0
A1R602SXNGOMJ4-B00007976U.html,0,2,4,1,0
A1R602SXNGOMJ4-B00008975Z.html,0,4,2,1,1
A1R602SXNGOMJ4-B00008K76X.html,0,1,2,3,0
A1R602SXNGOMJ4-B00008S2SF.html,0,2,1,3,0
A1R602SXNGOMJ4-B00008VDAD.html,3,2,0,2,0
A1R602SXNGOMJ4-B000092Q7O.html,0,4,1,7,0
A1R602SXNGOMJ4-B000094P2X.html,0,2,2,4,0
A1R602SXNGOMJ4-B00009MEFI.html,1,5,1,3,0
A1R602SXNGOMJ4-B00009MGEM.html,0,4,3,11,1
A1R602SXNGOMJ4-B00009W0U0.html,0,4,3,11,1
A1R602SXNGOMJ4-B00009W8QL.html,1,5,1,3,0
A1R602SXNGOMJ4-B0000A5BTG.html,0,0,2,11,0
A1R602SXNGOMJ4-B0000D0XZ4.html,0,1,0,5,0
A1R602SXNGOMJ4-B00018D454.html,1,4,1,6,0
A1R602SXNGOMJ4-B00018D45O.html,1,4,1,6,0
A1R602SXNGOMJ4-B0001DMVBC.html,1,3,0,7,0
A1R602SXNGOMJ4-B0001E7LQG.html,1,2,3,7,0
A1R602SXNGOMJ4-B0001EYTK2.html,0,4,3,11,1
A1R602SXNGOMJ4-B0001HK21Y.html,0,2,2,4,0
A1R602SXNGOMJ4-B0001ZWN1S.html,2,3,1,0,0
A1R602SXNGOMJ4-B00023B1LC.html,2,3,3,3,0
A1R602SXNGOMJ4-B00023B1LM.html,2,3,3,3,0
A1R602SXNGOMJ4-B0002ABUOI.html,0,0,0,6,1
A1R602SXNGOMJ4-B0002ABUP2.html,0,0,0,6,1
A1R602SXNGOMJ4-B0002ABUSY.html,0,0,0,6,1
A1R602SXNGOMJ4-B0002NIAZW.html,0,0,0,3,0
A1R602SXNGOMJ4-B0002VEUTO.html,0,0,2,7,0
A1R602SXNGOMJ4-B0002VEUTY.html,0,0,2,7,0
A1R602SXNGOMJ4-B0002XK19A.html,1,3,0,6,0
A1R602SXNGOMJ4-B00062J0LM.html,1,0,2,4,1
A1R602SXNGOMJ4-B00064YTMU.html,2,3,0,6,0
A1R602SXNGOMJ4-B0006HBU2E.html,2,5,0,1,0
A1R602SXNGOMJ4-B0006J240Y.html,0,1,0,5,0
A1R602SXNGOMJ4-B0007QS21G.html,0,0,0,3,0
A1R602SXNGOMJ4-B000957O7S.html,3,7,0,2,0
A1R602SXNGOMJ4-B000957O82.html,3,7,0,2,0
A1R602SXNGOMJ4-B00096S49O.html,3,7,0,2,0
A1R602SXNGOMJ4-B0009G3B0G.html,1,2,3,4,0
A1R602SXNGOMJ4-B0009X75RO.html,0,5,1,6,0
A1R602SXNGOMJ4-B000A0GP5Y.html,0,4,1,1,0
A1R602SXNGOMJ4-B000AAJTM0.html,1,3,1,3,0
A1R602SXNGOMJ4-B000AMWIVM.html,0,2,2,4,1
A1R602SXNGOMJ4-B000AP04L0.html,0,1,1,5,0
A1R602SXNGOMJ4-B000B8VCSA.html,2,5,0,1,0
A1R602SXNGOMJ4-B000BTJDGC.html,0,5,1,4,0
A1R602SXNGOMJ4-B000BTJDGM.html,0,5,1,4,0
A1R602SXNGOMJ4-B000BZISQ2.html,0,0,1,4,0
A1R602SXNGOMJ4-B000CCW2TI.html,0,6,2,5,1
A1R602SXNGOMJ4-B000E1MTYK.html,2,9,0,9,0
A1R602SXNGOMJ4-B000E1MTYU.html,0,0,1,4,0
A1R602SXNGOMJ4-B000E5KJH0.html,1,1,0,8,1
A1R602SXNGOMJ4-B000EGDAIY.html,0,2,2,5,0
A1R602SXNGOMJ4-B000EMGICS.html,1,1,0,8,1
A1R602SXNGOMJ4-B000FA57NK.html,3,2,0,2,0
A1R602SXNGOMJ4-B000FILV1Y.html,1,1,6,13,0
A1R602SXNGOMJ4-B000FVQLRA.html,0,4,1,7,0
A1R602SXNGOMJ4-B000GW8VSU.html,1,0,2,4,1
A1R602SXNGOMJ4-B000H0MKOC.html,2,4,0,2,0
A1R602SXNGOMJ4-B000HDR81E.html,0,1,1,11,0
A1R602SXNGOMJ4-B000I2J2WC.html,0,2,0,5,0
A1R602SXNGOMJ4-B000I55YQM.html,1,0,2,4,1
A1R602SXNGOMJ4-B000I8ERVM.html,0,5,1,4,0
A1R602SXNGOMJ4-B000I9U9CW.html,1,5,1,3,0
A1R602SXNGOMJ4-B000I9X6UO.html,1,5,1,3,0
A1R602SXNGOMJ4-B000I9YUW2.html,0,1,0,5,0
A1R602SXNGOMJ4-B000I9YWDO.html,0,1,1,5,0
A1R602SXNGOMJ4-B000I9YX6U.html,0,2,4,1,0
A1R602SXNGOMJ4-B000J103OI.html,2,5,1,1,0
A1R602SXNGOMJ4-B000JF9PSO.html,1,6,6,8,1
A1R602SXNGOMJ4-B000K2UVZM.html,0,0,1,5,0
A1R602SXNGOMJ4-B000K2UVZW.html,0,0,1,5,0
A1R602SXNGOMJ4-B000K7UG2U.html,1,0,2,4,1
A1R602SXNGOMJ4-B000K7UG3O.html,1,1,6,13,0
A1R602SXNGOMJ4-B000KKQNRO.html,0,2,0,5,0
A1R602SXNGOMJ4-B000KX0ISG.html,0,4,2,1,1
A1R602SXNGOMJ4-B000M06KJ8.html,0,0,0,6,2
A1R602SXNGOMJ4-B000MQC9H4.html,2,5,1,4,0
A1R602SXNGOMJ4-B000MXJ7LS.html,1,5,2,7,0
A1R602SXNGOMJ4-B000NA22C6.html,0,4,2,8,0
A1R602SXNGOMJ4-B000NIVJF4.html,0,4,1,6,0
A1R602SXNGOMJ4-B000Q79HS8.html,2,5,0,1,0
A1R602SXNGOMJ4-B000Q79HTC.html,2,3,3,3,0
A1R602SXNGOMJ4-B000RJO582.html,0,0,0,6,1
A1R602SXNGOMJ4-B000T4349G.html,0,1,0,5,0
A1R602SXNGOMJ4-B000USU9FI.html,1,0,2,4,1
A1R602SXNGOMJ4-B000VBJEFK.html,0,1,1,10,2
A1R602SXNGOMJ4-B000VDDWE2.html,0,0,0,3,0
A1R602SXNGOMJ4-B000W11SI0.html,0,4,1,7,0
A1R602SXNGOMJ4-B000W4HJ44.html,0,4,1,7,0
A1R602SXNGOMJ4-B000XQ0QW8.html,2,4,0,6,0
A1R602SXNGOMJ4-B000YH6YG8.html,0,0,0,4,0
A1R602SXNGOMJ4-B0010DRYP0.html,1,1,1,2,0
A1R602SXNGOMJ4-B0011E5D2Y.html,0,4,4,8,0
A1R602SXNGOMJ4-B0013ND36G.html,0,0,1,4,0
A1R602SXNGOMJ4-B0015QQKPC.html,3,2,0,2,0
A1R602SXNGOMJ4-B001992NW4.html,0,1,1,6,1
A1R602SXNGOMJ4-B0019QZES2.html,0,1,0,7,0
A1R602SXNGOMJ4-B001AII4T0.html,0,1,2,3,0
A1R602SXNGOMJ4-B001AQT0Z4.html,1,3,1,3,0
A1R602SXNGOMJ4-B001BR5NLW.html,0,0,2,7,0
A1R602SXNGOMJ4-B001CDR1FG.html,0,1,0,5,0
A1R602SXNGOMJ4-B001DRF84W.html,0,1,0,5,0
